Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
2020-02-09,-23.5274496802915,-46.6961104802915,,6.0
2019-09-25,-23.5993108802915,-46.4697313802915,,18.0
2019-08-17,-23.7039689802915,-46.5548379802915,,18.0
2019-08-16,-23.5522725802915,-46.46503928029149,,5.0
2019-06-29,-23.5081859802915,-46.5598829802915,,14.0
2019-02-28,-23.6716335802915,-46.5121250802915,,14.0
2019-02-23,-23.5459751802915,-46.83243548029149,,21.0
2018-10-09,-23.5509001802915,-46.9424737802915,,17.0
2018-06-22,-23.5035828802915,-46.3502028802915,,21.0
2018-05-28,-23.5283132802915,-46.61963798029149,,18.0
2018-05-06,-23.6113486802915,-46.59111488029149,,2.0
2018-04-14,-23.7007885802915,-46.7687816802915,,23.0
2018-02-03,-23.4774056802915,-46.35269768029149,,6.0
2017-10-09,-23.6694175802915,-46.73888828029149,,4.0
2014-12-31,-23.6603582802915,-46.4592759802915,,17.0
