Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
10765,AVENIDA DONA BELMIRA MARIN,100.0,SAO PAULO,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]"
10772,AVENIDA TUCURUVI,2338.0,SAO PAULO,"AVENIDA TUCURUVI, 2338, SAO PAULO","[-23.4825111, -46.610516]"
10775,AVENIDA DOS BANDEIRANTES,2829.0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 2829, SAO PAULO","[-23.6136073802915, -46.67297578029149]"
10815,AVENIDA ENGENHEIRO CAETANO ALVARES,2350.0,SAO PAULO,"AVENIDA ENGENHEIRO CAETANO ALVARES, 2350, SAO PAULO","[-23.4971611802915, -46.66281048029149]"
10817,AVENIDA VINTE E TRES DE MAIO,1.0,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
10821,ESTRADA IGUATEMI,6114.0,SAO PAULO,"ESTRADA IGUATEMI, 6114, SAO PAULO","[-23.5655253802915, -46.4175430802915]"
10877,AVENIDA MARECHAL TITO,3311.0,SAO PAULO,"AVENIDA MARECHAL TITO, 3311, SAO PAULO","[-23.4957742302915, -46.41550093029149]"
10885,RUA PROFESSOR COSME DEODATO TADEU,477.0,SAO PAULO,"RUA PROFESSOR COSME DEODATO TADEU, 477, SAO PAULO","[-23.5456854802915, -46.40706098029151]"
10886,RUA CONSELHEIRO MOREIRA DE BARROS,2400.0,SAO PAULO,"RUA CONSELHEIRO MOREIRA DE BARROS, 2400, SAO PAULO","[-23.4852747802915, -46.6435822802915]"
10889,RUA DOUTOR ANTONIO BASTOS,100.0,COTIA,"RUA DOUTOR ANTONIO BASTOS, 100, COTIA","[-23.6040429802915, -46.9367574802915]"
10892,RUA PATAPIO SILVA,307.0,SAO PAULO,"RUA PATAPIO SILVA, 307, SAO PAULO","[-23.5549638802915, -46.6867331802915]"
10897,PRACA DELEGADO AMOROSO NETO,100.0,SAO PAULO,"PRACA DELEGADO AMOROSO NETO, 100, SAO PAULO","[-23.51029198029151, -46.6668239802915]"
10912,AVENIDA ALDA,1876.0,DIADEMA,"AVENIDA ALDA, 1876, DIADEMA","[-23.7030506302915, -46.62842318029151]"
10958,AVENIDA DOUTOR ALBERTO JACKSON BYINGTON,100.0,OSASCO,"AVENIDA DOUTOR ALBERTO JACKSON BYINGTON, 100, OSASCO","[-23.4953342802915, -46.7706059302915]"
10959,ROD JOAO AFONSO DE SOUZA CASTELLANO,455.0,ITAQUAQUECETUBA,"ROD JOAO AFONSO DE SOUZA CASTELLANO, 455, ITAQUAQUECETUBA","[-23.5059225802915, -46.34796238029149]"
10965,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,2999.0,SAO BERNARDO DO CAMPO,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 2999, SAO BERNARDO DO CAMPO","[-23.6816072802915, -46.59980298029149]"
10982,RUA MELO FREIRE,2754.0,SAO PAULO,"RUA MELO FREIRE, 2754, SAO PAULO","[-23.5418512802915, -46.5760317802915]"
10994,AVENIDA ROUXINOL,8.0,GUARULHOS,"AVENIDA ROUXINOL, 8, GUARULHOS","[-23.4273362802915, -46.5353550802915]"
10995,ACESSO AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK,100.0,SAO PAULO,"ACESSO AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 100, SAO PAULO","[-23.5866479802915, -46.6726386802915]"
11078,Rodovia Dom Paulo Rolim Loureiro,0.0,BIRITIBA MIRIM,"Rodovia Dom Paulo Rolim Loureiro, 0, BIRITIBA MIRIM","[-23.7410235, -46.2523808]"
11079,RUA VITORIA,385.0,SAO BERNARDO DO CAMPO,"RUA VITORIA, 385, SAO BERNARDO DO CAMPO","[-23.7857274802915, -46.5410604802915]"
11080,AVENIDA ITAPARK,5007.0,MAUA,"AVENIDA ITAPARK, 5007, MAUA","[-23.66742798029151, -46.4417523802915]"
11083,RUA ESTRADA DE ITAPECERICA A SANTO AMARO,100.0,ITAPECERICA DA SERRA,"RUA ESTRADA DE ITAPECERICA A SANTO AMARO, 100, ITAPECERICA DA SERRA","[-23.7085555802915, -46.83116418029151]"
11095,RUA SARA KUBITSCHECK,520.0,SAO PAULO,"RUA SARA KUBITSCHECK, 520, SAO PAULO","[-23.5819857302915, -46.4052511302915]"
11174,Rodovia Ayrton Senna da Silva,13.0,SAO PAULO,"Rodovia Ayrton Senna da Silva, 13, SAO PAULO","[-23.4675243802915, -46.3702918802915]"
11177,AVENIDA SAPOPEMBA,1999.0,SAO PAULO,"AVENIDA SAPOPEMBA, 1999, SAO PAULO","[-23.5737384802915, -46.57009258029151]"
11195,AVENIDA DOUTOR ARNALDO,100.0,SAO PAULO,"AVENIDA DOUTOR ARNALDO, 100, SAO PAULO","[-23.5570544802915, -46.6661133802915]"
11207,AVENIDA CAPITAO CASA,10.0,SAO BERNARDO DO CAMPO,"AVENIDA CAPITAO CASA, 10, SAO BERNARDO DO CAMPO","[-23.7246978802915, -46.55508838029149]"
11282,AVENIDA PEREIRA BARRETO,100.0,SANTO ANDRE,"AVENIDA PEREIRA BARRETO, 100, SANTO ANDRE","[-23.6699570802915, -46.5366615802915]"
11284,PRACA DA BANDEIRA,215.0,SAO PAULO,"PRACA DA BANDEIRA, 215, SAO PAULO","[-23.5501833802915, -46.6401073802915]"
11287,RUA DA CONSOLACAO,584.0,SAO PAULO,"RUA DA CONSOLACAO, 584, SAO PAULO","[-23.5483423802915, -46.6484648802915]"
11290,RUA DA INDEPENDENCIA,716.0,SAO PAULO,"RUA DA INDEPENDENCIA, 716, SAO PAULO","[-23.5688866802915, -46.6164534802915]"
11341,AVENIDA REBOUCAS,3007.0,SAO PAULO,"AVENIDA REBOUCAS, 3007, SAO PAULO","[-23.5714444302915, -46.68960683029151]"
11342,RUA JOAQUINA DE JESUS,472.0,GUARULHOS,"RUA JOAQUINA DE JESUS, 472, GUARULHOS","[-23.43417593029151, -46.4997527802915]"
11344,AVENIDA CIDADE JUDAIDET MARJAYOUN,940.0,SAO PAULO,"AVENIDA CIDADE JUDAIDET MARJAYOUN, 940, SAO PAULO","[-23.7160052802915, -46.63226708029149]"
11349,DOM PAULO ROLIM LOUREIRO,0.0,MOGI DAS CRUZES,"DOM PAULO ROLIM LOUREIRO, 0, MOGI DAS CRUZES","[-23.5345133802915, -46.1712825802915]"
11352,AVENIDA DO ESTADO,8877.0,SAO PAULO,"AVENIDA DO ESTADO, 8877, SAO PAULO","[-23.5855051802915, -46.6004045802915]"
11362,ESTRADA SAMUEL AIZEMBERG,100.0,SAO BERNARDO DO CAMPO,"ESTRADA SAMUEL AIZEMBERG, 100, SAO BERNARDO DO CAMPO","[-23.7108413802915, -46.5906227802915]"
11395,AVENIDA WASHINGTON LUIS,3408.0,SAO PAULO,"AVENIDA WASHINGTON LUIS, 3408, SAO PAULO","[-23.6498241802915, -46.67715528029149]"
11397,ACESSO GIOVANNI GRONCHI,0.0,SAO PAULO,"ACESSO GIOVANNI GRONCHI, 0, SAO PAULO","[-23.6460454, -46.7381783]"
11401,AVENIDA ESCOLA POLITECNICA,0.0,SAO PAULO,"AVENIDA ESCOLA POLITECNICA, 0, SAO PAULO","[-23.5504974802915, -46.7349876802915]"
11408,AVENIDA DOS BANDEIRANTES,5826.0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 5826, SAO PAULO","[-23.6295990302915, -46.6497560302915]"
11410,AVENIDA PRESIDENTE TANCREDO NEVES,2001.0,SAO PAULO,"AVENIDA PRESIDENTE TANCREDO NEVES, 2001, SAO PAULO","[-23.6184570802915, -46.6105392802915]"
11417,ESTACAO METRO CONCEICAO,150.0,SAO PAULO,"ESTACAO METRO CONCEICAO, 150, SAO PAULO","[-23.6269759802915, -46.6421911802915]"
11422,AVENIDA DOS AUTONOMISTAS,3160.0,OSASCO,"AVENIDA DOS AUTONOMISTAS, 3160, OSASCO","[-23.5363375802915, -46.7838002802915]"
11423,ACESSO AVENIDA ELIAS YAZBEK,926.0,EMBU DAS ARTES,"ACESSO AVENIDA ELIAS YAZBEK, 926, EMBU DAS ARTES","[-23.6559389802915, -46.8527692802915]"
11496,AVENIDA DOS BANDEIRANTES,2098.0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 2098, SAO PAULO","[-23.6096717802915, -46.6786238802915]"
11498,AVENIDA JOSE PINHEIRO BORGES,10.0,SAO PAULO,"AVENIDA JOSE PINHEIRO BORGES, 10, SAO PAULO","[-23.5281067802915, -46.43331918029149]"
11508,ESTRADA PIRAJUSSARA VALO VELHO,4300.0,SAO PAULO,"ESTRADA PIRAJUSSARA VALO VELHO, 4300, SAO PAULO","[-23.6505294, -46.7929041]"
11551,RUA ZIKE TUMA,1224.0,SAO PAULO,"RUA ZIKE TUMA, 1224, SAO PAULO","[-23.6856471802915, -46.6712171802915]"
11563,RUA MIGUEL NUNES,100.0,SAO PAULO,"RUA MIGUEL NUNES, 100, SAO PAULO","[-23.6956045802915, -46.6712900802915]"
11607,RUA ARLEY GILBERTO DE ARAUJO,0.0,SAO PAULO,"RUA ARLEY GILBERTO DE ARAUJO, 0, SAO PAULO","[-23.4471091802915, -46.5789033802915]"
11610,RUA JOSE MANOEL NICOLI,2683.0,EMBU DAS ARTES,"RUA JOSE MANOEL NICOLI, 2683, EMBU DAS ARTES","[-23.6844391802915, -46.80368378029149]"
11613,AVENIDA JOAO PAULO PRIMEIRO,84.0,SAO PAULO,"AVENIDA JOAO PAULO PRIMEIRO, 84, SAO PAULO","[-23.4778026802915, -46.6860501802915]"
11626,ESTRADA DO CAMPO LIMPO,3676.0,SAO PAULO,"ESTRADA DO CAMPO LIMPO, 3676, SAO PAULO","[-23.6318634802915, -46.7716120802915]"
11629,AVENIDA SALIM FARAH MALUF,100.0,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
11643,RUA DOM TOMAS DE NORONHA,300.0,SAO PAULO,"RUA DOM TOMAS DE NORONHA, 300, SAO PAULO","[-23.4533046802915, -46.6835108802915]"
11712,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,6135.0,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 6135, SAO PAULO","[-23.5943942802915, -46.54125448029149]"
11715,PRACA ANIBAL GUEDES,100.0,SANTO ANDRE,"PRACA ANIBAL GUEDES, 100, SANTO ANDRE","[-23.6418155802915, -46.5096623802915]"
11719,AVENIDA SEBASTIAO DAVINO DOS REIS,1015.0,BARUERI,"AVENIDA SEBASTIAO DAVINO DOS REIS, 1015, BARUERI","[-23.4968460802915, -46.86869048029149]"
11720,RUA NAZARE PAULISTA,3713.0,GUARULHOS,"RUA NAZARE PAULISTA, 3713, GUARULHOS","[-23.4264149302915, -46.4975711802915]"
11722,AVENIDA FORTE DO LEME,1631.0,SAO PAULO,"AVENIDA FORTE DO LEME, 1631, SAO PAULO","[-23.6101422802915, -46.4672077802915]"
11724,AVENIDA VISCONDE DE NOVA GRANADA,2.0,OSASCO,"AVENIDA VISCONDE DE NOVA GRANADA, 2, OSASCO","[-23.54629498029151, -46.79048078029151]"
11726,RUA BELA VISTA DO PARAISO,1242.0,GUARULHOS,"RUA BELA VISTA DO PARAISO, 1242, GUARULHOS","[-23.4217435802915, -46.44328318029151]"
11731,AVENIDA NOSSA SENHORA DO SABARA,2225.0,SAO PAULO,"AVENIDA NOSSA SENHORA DO SABARA, 2225, SAO PAULO","[-23.6751116802915, -46.6873138802915]"
11797,AVENIDA PADRE ARLINDO VIEIRA,1502.0,SAO PAULO,"AVENIDA PADRE ARLINDO VIEIRA, 1502, SAO PAULO","[-23.6352945802915, -46.6070502802915]"
11823,RUA AMERICA DO SUL,615.0,ITAPECERICA DA SERRA,"RUA AMERICA DO SUL, 615, ITAPECERICA DA SERRA","[-23.7112455802915, -46.86008428029151]"
11824,AVENIDA CARLOS DE CAMPOS,214.0,SAO PAULO,"AVENIDA CARLOS DE CAMPOS, 214, SAO PAULO","[-23.5312189802915, -46.6158629802915]"
11825,VIADUTO DONA MATILDE,1.0,SAO PAULO,"VIADUTO DONA MATILDE, 1, SAO PAULO","[-23.5329242, -46.52889393029151]"
11907,AVENIDA ANTONIO CARDOSO,59.0,SANTO ANDRE,"AVENIDA ANTONIO CARDOSO, 59, SANTO ANDRE","[-23.6520587802915, -46.52787248029149]"
11908,RUA VOLUNTARIOS DA PATRIA,3300.0,SAO PAULO,"RUA VOLUNTARIOS DA PATRIA, 3300, SAO PAULO","[-23.4925354802915, -46.62723323029149]"
11912,RUA FRANCISCO TRAMONTANO,100.0,SAO PAULO,"RUA FRANCISCO TRAMONTANO, 100, SAO PAULO","[-23.6181432802915, -46.7033683302915]"
11914,AVENIDA PEREIRA BARRETO,100.0,SANTO ANDRE,"AVENIDA PEREIRA BARRETO, 100, SANTO ANDRE","[-23.6699570802915, -46.5366615802915]"
11916,AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,533.0,SAO BERNARDO DO CAMPO,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 533, SAO BERNARDO DO CAMPO","[-23.6995222802915, -46.5872490802915]"
11970,RUA LUIZ GATTI,977.0,SAO PAULO,"RUA LUIZ GATTI, 977, SAO PAULO","[-23.5102522802915, -46.6991637802915]"
11982,ESTRADA DO M'BOI MIRIM,8350.0,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 8350, SAO PAULO","[-23.7154855802915, -46.7836947802915]"
12041,AVENIDA CANGAIBA,2689.0,SAO PAULO,"AVENIDA CANGAIBA, 2689, SAO PAULO","[-23.5070997802915, -46.5312383802915]"
12053,VIADUTO ANTARTICA,0.0,SAO PAULO,"VIADUTO ANTARTICA, 0, SAO PAULO","[-23.5309823, -46.6777773]"
12073,RUA RIACHAO JACUIPE,224.0,GUARULHOS,"RUA RIACHAO JACUIPE, 224, GUARULHOS","[-23.4617300802915, -46.4284396802915]"
12074,RUA JOSE DE OLIVEIRA COELHO,766.0,SAO PAULO,"RUA JOSE DE OLIVEIRA COELHO, 766, SAO PAULO","[-23.6286203802915, -46.74042053029149]"
12075,AVENIDA INOCENCIO SERAFICO,6300.0,CARAPICUIBA,"AVENIDA INOCENCIO SERAFICO, 6300, CARAPICUIBA","[-23.5671435802915, -46.8338683302915]"
12116,VIADUTO GRANDE SAO PAULO  IPIRANGA,100.0,SAO PAULO,"VIADUTO GRANDE SAO PAULO  IPIRANGA, 100, SAO PAULO","[-23.5891402802915, -46.5939958802915]"
12124,AVENIDA DOS BANDEIRANTES,1074.0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 1074, SAO PAULO","[-23.6024618802915, -46.68494648029149]"
12128,ALAMEDA RORAIMA,100.0,OSASCO,"ALAMEDA RORAIMA, 100, OSASCO","[-23.4798486802915, -46.78997708029149]"
12137,AVENIDA AFONSO DE SAMPAIO E SOUSA,100.0,SAO PAULO,"AVENIDA AFONSO DE SAMPAIO E SOUSA, 100, SAO PAULO","[-23.5641552802915, -46.4674112802915]"
12211,AVENIDA ISALTINO VICTOR DE MORAES,280.0,EMBU DAS ARTES,"AVENIDA ISALTINO VICTOR DE MORAES, 280, EMBU DAS ARTES","[-23.6427091802915, -46.8436191802915]"
12226,AVENIDA MARGINAL DO RIBEIRAO,4632.0,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 4632, CARAPICUIBA","[-23.5613686802915, -46.82752738029151]"
12227,AVENIDA ENGENHEIRO CAETANO ALVARES,4800.0,SAO PAULO,"AVENIDA ENGENHEIRO CAETANO ALVARES, 4800, SAO PAULO","[-23.4882201802915, -46.64351398029149]"
12231,ACESSO ALBERTO BYINGTON,1502.0,SAO PAULO,"ACESSO ALBERTO BYINGTON, 1502, SAO PAULO","[-23.5038920802915, -46.5921348802915]"
12233,ACESSO ESQUERDO   IMIGRANTES,1.0,SAO PAULO,"ACESSO ESQUERDO   IMIGRANTES, 1, SAO PAULO","[-24.0082209, -46.825514]"
12301,VIADUTO AIRTON SENNA,10.0,FERRAZ DE VASCONCELOS,"VIADUTO AIRTON SENNA, 10, FERRAZ DE VASCONCELOS","[-23.5388574802915, -46.3672189802915]"
12312,Rodovia Alberto Hinoto,10.0,ITAQUAQUECETUBA,"Rodovia Alberto Hinoto, 10, ITAQUAQUECETUBA","[-23.4872787802915, -46.3662832802915]"
12313,RUA NOSSA SENHORA MAE DOS HOMENS,1182.0,GUARULHOS,"RUA NOSSA SENHORA MAE DOS HOMENS, 1182, GUARULHOS","[-23.4657579802915, -46.54468188029149]"
12328,AVENIDA SENADOR TEOTONIO VILELA,3900.0,SAO PAULO,"AVENIDA SENADOR TEOTONIO VILELA, 3900, SAO PAULO","[-23.7356807802915, -46.70036998029151]"
12329,AVENIDA GIOVANNI GRONCHI,3510.0,SAO PAULO,"AVENIDA GIOVANNI GRONCHI, 3510, SAO PAULO","[-23.6130387802915, -46.7299888302915]"
12334,AVENIDA TENENTE MARQUES,5300.0,SANTANA DE PARNAIBA,"AVENIDA TENENTE MARQUES, 5300, SANTANA DE PARNAIBA","[-23.4086054802915, -46.87833518029149]"
12384,AVENIDA ENGENHEIRO CAETANO ALVARES,100.0,SAO PAULO,"AVENIDA ENGENHEIRO CAETANO ALVARES, 100, SAO PAULO","[-23.5140031302915, -46.67183768029151]"
12385,PRACA QUATORZE BIS,1.0,SAO PAULO,"PRACA QUATORZE BIS, 1, SAO PAULO","[-23.5573759802915, -46.6510395802915]"
12391,AVENIDA DOS BANDEIRANTES,200.0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 200, SAO PAULO","[-23.5991719802915, -46.69089848029149]"
12393,RUA HENRIQUE SCHAUMANN,100.0,SAO PAULO,"RUA HENRIQUE SCHAUMANN, 100, SAO PAULO","[-23.5649896802915, -46.6794373802915]"
12406,RUA HONDURAS,1.0,SAO PAULO,"RUA HONDURAS, 1, SAO PAULO","[-23.5787842802915, -46.6608207802915]"
12407,RUA CELSO DE AZEVEDO MARQUES,454.0,SAO PAULO,"RUA CELSO DE AZEVEDO MARQUES, 454, SAO PAULO","[-23.5703983302915, -46.5951320302915]"
12471,AVENIDA MARGINAL DO RIBEIRAO,2150.0,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 2150, CARAPICUIBA","[-23.5619070802915, -46.82767668029151]"
12472,PONTE DO LIMAO,1.0,SAO PAULO,"PONTE DO LIMAO, 1, SAO PAULO","[-23.5171707802915, -46.66814308029149]"
12478,AVENIDA DOS BANDEIRANTES,485.0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 485, SAO PAULO","[-23.5990809802915, -46.6893998802915]"
12498,ESTRADA DO M'BOI MIRIM,7000.0,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 7000, SAO PAULO","[-23.7040274802915, -46.7847620802915]"
12505,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100.0,DIADEMA,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
12556,AVENIDA CRUZEIRO DO SUL,1707.0,OSASCO,"AVENIDA CRUZEIRO DO SUL, 1707, OSASCO","[-23.5072060802915, -46.77856958029151]"
12558,AVENIDA ARICANDUVA,10.0,SAO PAULO,"AVENIDA ARICANDUVA, 10, SAO PAULO","[-23.5993108802915, -46.4697313802915]"
12559,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100.0,DIADEMA,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
12564,ACESSO DAS LAGRIMAS,467.0,SAO CAETANO DO SUL,"ACESSO DAS LAGRIMAS, 467, SAO CAETANO DO SUL","[-23.6360127302915, -46.57973578029149]"
12568,RUA CONFEDERACAO DOS TAMOIOS,10.0,SAO PAULO,"RUA CONFEDERACAO DOS TAMOIOS, 10, SAO PAULO","[-23.59696168029151, -46.4456839802915]"
12569,ESTRADA DO PEDROSO,2000.0,SANTO ANDRE,"ESTRADA DO PEDROSO, 2000, SANTO ANDRE","[-23.7157950802915, -46.5009412802915]"
12616,Rodovia Índio-Tibiriçá,1.0,RIBEIRAO PIRES,"Rodovia Índio-Tibiriçá, 1, RIBEIRAO PIRES","[-23.6214131802915, -46.3187878802915]"
12632,RUA ANTONIO DE FRANCA E SILVA,100.0,SAO PAULO,"RUA ANTONIO DE FRANCA E SILVA, 100, SAO PAULO","[-23.6170920802915, -46.5029206802915]"
12679,AVENIDA JEAN LIEUTAUD,663.0,RIO GRANDE DA SERRA,"AVENIDA JEAN LIEUTAUD, 663, RIO GRANDE DA SERRA","[-23.7543685302915, -46.40581708029149]"
12687,AVENIDA JOAO DE ANDRADE,401.0,OSASCO,"AVENIDA JOAO DE ANDRADE, 401, OSASCO","[-23.5514343802915, -46.8012629802915]"
12691,AVENIDA TOWER AUTOMOTIVE,611.0,ARUJA,"AVENIDA TOWER AUTOMOTIVE, 611, ARUJA","[-23.4160856802915, -46.3461639802915]"
12693,AVENIDA VINTE E TRES DE MAIO,3.0,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 3, SAO PAULO","[-23.5516311802915, -46.6392445802915]"
12695,AVENIDA DOS ESTADOS,6393.0,SANTO ANDRE,"AVENIDA DOS ESTADOS, 6393, SANTO ANDRE","[-23.6535990802915, -46.5191909802915]"
12696,AVENIDA DOUTOR ALBERTO JACKSON BYINGTON,2020.0,OSASCO,"AVENIDA DOUTOR ALBERTO JACKSON BYINGTON, 2020, OSASCO","[-23.4877279802915, -46.77614628029149]"
12774,RAPOSO TAVARES KM 33 700 PISTA OESTE,0.0,COTIA,"RAPOSO TAVARES KM 33 700 PISTA OESTE, 0, COTIA","[-23.693502, -47.0095928]"
12785,ACESSO AVENIDA MIGUEL ESTEFANO,731.0,SAO PAULO,"ACESSO AVENIDA MIGUEL ESTEFANO, 731, SAO PAULO","[-23.6224271802915, -46.6339387302915]"
12791,RUA TIRADENTES,970.0,DIADEMA,"RUA TIRADENTES, 970, DIADEMA","[-23.68980568029151, -46.6153166802915]"
12794,RUA PROFESSOR GUILHERME BELFORT SABINO,1441.0,SAO PAULO,"RUA PROFESSOR GUILHERME BELFORT SABINO, 1441, SAO PAULO","[-23.6672485802915, -46.68091538029151]"
12801,AVENIDA ROTARY,100.0,EMBU DAS ARTES,"AVENIDA ROTARY, 100, EMBU DAS ARTES","[-23.6499606802915, -46.8425396802915]"
12879,RUA AMARALINA,166.0,VARGEM GRANDE PAULISTA,"RUA AMARALINA, 166, VARGEM GRANDE PAULISTA","[-23.6537886, -47.0035923]"
12880,TERMINAL PARELHEIROS,1032.0,SAO PAULO,"TERMINAL PARELHEIROS, 1032, SAO PAULO","[-23.8295008802915, -46.7283704802915]"
12881,AVENIDA TONICO LENCI,4076.0,FRANCO DA ROCHA,"AVENIDA TONICO LENCI, 4076, FRANCO DA ROCHA","[-23.2967279802915, -46.71263708029149]"
12888,PRACA EMBAIXADOR CIRO DE FREITAS VALLE,100.0,SAO PAULO,"PRACA EMBAIXADOR CIRO DE FREITAS VALLE, 100, SAO PAULO","[-23.6350467802915, -46.7131683802915]"
12894,ESTRADA PEDREIRA ALVARENGA,6198.0,DIADEMA,"ESTRADA PEDREIRA ALVARENGA, 6198, DIADEMA","[-23.7351311, -46.6311158]"
12901,AVENIDA SENADOR VERGUEIRO,100.0,SAO BERNARDO DO CAMPO,"AVENIDA SENADOR VERGUEIRO, 100, SAO BERNARDO DO CAMPO","[-23.6949019802915, -46.55436278029149]"
12971,AVENIDA DO ANASTACIO,100.0,SAO PAULO,"AVENIDA DO ANASTACIO, 100, SAO PAULO","[-23.5088885802915, -46.73546288029149]"
12975,RUA MONTEIRO LOBATO,3411.0,SAO PAULO,"RUA MONTEIRO LOBATO, 3411, SAO PAULO","[-23.4594131302915, -46.4990551302915]"
12978,AVENIDA INAJAR DE SOUZA,4710.0,SAO PAULO,"AVENIDA INAJAR DE SOUZA, 4710, SAO PAULO","[-23.4723479802915, -46.67155638029149]"
12981,VIADUTO TERESA DELTA,10.0,SAO BERNARDO DO CAMPO,"VIADUTO TERESA DELTA, 10, SAO BERNARDO DO CAMPO","[-23.7068295802915, -46.5592920802915]"
12983,AVENIDA PRESIDENTE TANCREDO NEVES,2020.0,SAO PAULO,"AVENIDA PRESIDENTE TANCREDO NEVES, 2020, SAO PAULO","[-23.6209504802915, -46.6123913802915]"
12987,RUA CORONEL SOUZA FRANCO,1185.0,MOGI DAS CRUZES,"RUA CORONEL SOUZA FRANCO, 1185, MOGI DAS CRUZES","[-23.5229846802915, -46.1870974802915]"
13030,AVENIDA DOS ESTADOS,1394.0,SANTO ANDRE,"AVENIDA DOS ESTADOS, 1394, SANTO ANDRE","[-23.6347857802915, -46.5390564802915]"
13032,PARQUE RAPOSO TAVARES,10.0,SAO PAULO,"PARQUE RAPOSO TAVARES, 10, SAO PAULO","[-23.5896773802915, -46.7575805802915]"
13046,AVENIDA JOAO PAULO PRIMEIRO,83.0,SAO PAULO,"AVENIDA JOAO PAULO PRIMEIRO, 83, SAO PAULO","[-23.4778591802915, -46.68606898029149]"
13052,VIADUTO DONA MATILDE,10.0,SAO PAULO,"VIADUTO DONA MATILDE, 10, SAO PAULO","[-23.5329242, -46.52889393029151]"
13117,RUA MATARAZZO,354.0,SAO PAULO,"RUA MATARAZZO, 354, SAO PAULO","[-23.5234537802915, -46.6418687802915]"
13121,Avenida Magalhães de Castro,500.0,SAO PAULO,"Avenida Magalhães de Castro, 500, SAO PAULO","[-23.6051130802915, -46.69995168029149]"
13124,AVENIDA ENGENHEIRO CAETANO ALVARES,100.0,SAO PAULO,"AVENIDA ENGENHEIRO CAETANO ALVARES, 100, SAO PAULO","[-23.5140031302915, -46.67183768029151]"
13125,VIADUTO JULIO MESQUITA FILHO,100.0,SAO PAULO,"VIADUTO JULIO MESQUITA FILHO, 100, SAO PAULO","[-23.5518325802915, -46.6477800802915]"
13136,AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,4001.0,SAO BERNARDO DO CAMPO,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 4001, SAO BERNARDO DO CAMPO","[-23.72501628029151, -46.5800747802915]"
13141,PRACA DOMINGOS ANTONIO LOPES,1.0,FRANCO DA ROCHA,"PRACA DOMINGOS ANTONIO LOPES, 1, FRANCO DA ROCHA","[-23.3119741302915, -46.7251754302915]"
13194,AVENIDA JACU PESSEGO,100.0,GUARULHOS,"AVENIDA JACU PESSEGO, 100, GUARULHOS","[-23.5141470802915, -46.45879318029151]"
13209,ACESSO AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100.0,SAO PAULO,"ACESSO AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 100, SAO PAULO","[-23.5881531802915, -46.5908237802915]"
13210,AVENIDA YOJIRO TAKAOKA,2722.0,SANTANA DE PARNAIBA,"AVENIDA YOJIRO TAKAOKA, 2722, SANTANA DE PARNAIBA","[-23.4741900802915, -46.8700393802915]"
13212,AVENIDA INTERLAGOS,6563.0,SAO PAULO,"AVENIDA INTERLAGOS, 6563, SAO PAULO","[-23.7049342802915, -46.70318038029149]"
13284,AVENIDA PROFESSOR FRANCISCO MORATO,3179.0,SAO PAULO,"AVENIDA PROFESSOR FRANCISCO MORATO, 3179, SAO PAULO","[-23.5904882802915, -46.7299526802915]"
13285,RUA JOSE BARROS MAGALDI,2006.0,SAO PAULO,"RUA JOSE BARROS MAGALDI, 2006, SAO PAULO","[-23.6718514802915, -46.7413500802915]"
