Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location,Numero_ori,Logradouro_ori,index1,Index_Bala
1483,RUA CHICO MENDES,3073.0,OSASCO,,,"RUA CHICO MENDES, 3073, OSASCO","[-23.5098832302915, -46.7907931302915]",3073,RUA CHICO MENDES,195226,195226RUA CHICO MENDES3073OSASCO
1484,ALAMEDA SANTO AMARO,1000.0,SAO PAULO,,,"ALAMEDA SANTO AMARO, 1000, SAO PAULO","[-23.6618975802915, -46.7062042802915]",1000,ALAMEDA SANTO AMARO,195268,195268ALAMEDA SANTO AMARO1000SAO PAULO
1485,AVENIDA PROFESSOR FRANCISCO MORATO,0.0,SAO PAULO,,,"AVENIDA PROFESSOR FRANCISCO MORATO, 0, SAO PAULO","[-23.5920346802915, -46.7313499802915]",nan,AVENIDA PROFESSOR FRANCISCO MORATO,195641,195641AVENIDA PROFESSOR FRANCISCO MORATOnanSAO PAULO
1486,Avenida Morvan Dias de Figueiredo,420.0,SAO PAULO,,,"Avenida Morvan Dias de Figueiredo, 420, SAO PAULO","[-23.5293893802915, -46.59335878029151]",420,SP 015,195659,195659SP 015420SAO PAULO
1487,RUA COSTA BARROS,100.0,SAO PAULO,,,"RUA COSTA BARROS, 100, SAO PAULO","[-23.5989131802915, -46.5656732802915]",100,RUA COSTA BARROS,195678,195678RUA COSTA BARROS100SAO PAULO
1488,AVENIDA DO ESTADO,100.0,SAO PAULO,,,"AVENIDA DO ESTADO, 100, SAO PAULO","[-23.5231309802915, -46.6399750802915]",100,AVENIDA DO ESTADO,195807,195807AVENIDA DO ESTADO100SAO PAULO
1489,ESTRADA DE ITAPECERICA,100.0,SAO PAULO,,,"ESTRADA DE ITAPECERICA, 100, SAO PAULO","[-23.6439207802915, -46.7388384802915]",100,ESTRADA DE ITAPECERICA,195863,195863ESTRADA DE ITAPECERICA100SAO PAULO
1490,AVENIDA RAGUEB CHOHFI,1056.0,SAO PAULO,,,"AVENIDA RAGUEB CHOHFI, 1056, SAO PAULO","[-23.6045296802915, -46.47170828029149]",1056,AVENIDA RAGUEB CHOHFI,195993,195993AVENIDA RAGUEB CHOHFI1056SAO PAULO
1491,Avenida Marginal Tietê Central,100.0,SAO PAULO,,,"Avenida Marginal Tietê Central, 100, SAO PAULO","[-23.5227137802915, -46.6139964802915]",100,ACESSO PARA MARGINAL TIETE CENTRAL,196002,196002ACESSO PARA MARGINAL TIETE CENTRAL100SAO PAULO
1492,RUA DOM PEDRO I,902.0,RIO GRANDE DA SERRA,,,"RUA DOM PEDRO I, 902, RIO GRANDE DA SERRA","[-23.75132833029151, -46.4003761802915]",902,RUA DOM PEDRO I,196355,196355RUA DOM PEDRO I902RIO GRANDE DA SERRA
1493,RUA IPE,100.0,BARUERI,,,"RUA IPE, 100, BARUERI","[-23.4872751802915, -46.87847198029149]",100,RUA IPE,196682,196682RUA IPE100BARUERI
1494,AVENIDA ISALTINO VICTOR DE MORAES,100.0,EMBU DAS ARTES,,,"AVENIDA ISALTINO VICTOR DE MORAES, 100, EMBU DAS ARTES","[-23.6416696802915, -46.8403575802915]",100,AVENIDA ISALTINO VICTOR DE MORAES,197060,197060AVENIDA ISALTINO VICTOR DE MORAES100EMBU DAS ARTES
1495,PRACA LUIZ CARLOS MESQUITA,10.0,SAO PAULO,,,"PRACA LUIZ CARLOS MESQUITA, 10, SAO PAULO","[-23.5226528802915, -46.6686606802915]",10,PRACA LUIZ CARLOS MESQUITA,197139,197139PRACA LUIZ CARLOS MESQUITA10SAO PAULO
1496,Avenida Marginal Direita do Tietê,504.0,SAO PAULO,,,"Avenida Marginal Direita do Tietê, 504, SAO PAULO","[-23.51707128029151, -46.7326279802915]",504,SP 015,197261,197261SP 015504SAO PAULO
1497,PRACA CAMPO DE BAGATELLE,300.0,SAO PAULO,,,"PRACA CAMPO DE BAGATELLE, 300, SAO PAULO","[-23.5165859802915, -46.63158868029149]",300,PRACA CAMPO DE BAGATELLE,198091,198091PRACA CAMPO DE BAGATELLE300SAO PAULO
1498,AVENIDA SOUZA BANDEIRA,1.0,SAO PAULO,,,"AVENIDA SOUZA BANDEIRA, 1, SAO PAULO","[-23.5447658802915, -46.5002490802915]",1,AVENIDA SOUZA BANDEIRA,198486,198486AVENIDA SOUZA BANDEIRA1SAO PAULO
1499,ESTRADA MORRO GRANDE,999.0,COTIA,,,"ESTRADA MORRO GRANDE, 999, COTIA","[-23.6175767302915, -46.9507012302915]",999,ESTRADA MORRO GRANDE,198525,198525ESTRADA MORRO GRANDE999COTIA
1500,AVENIDA ARICANDUVA,100.0,SAO PAULO,,,"AVENIDA ARICANDUVA, 100, SAO PAULO","[-23.5992040802915, -46.4687387802915]",100,AVENIDA ARICANDUVA,198851,198851AVENIDA ARICANDUVA100SAO PAULO
1501,AVENIDA SAPOPEMBA,24711.0,SAO PAULO,,,"AVENIDA SAPOPEMBA, 24711, SAO PAULO","[-23.6224542802915, -46.4607900802915]",24711,AVENIDA SAPOPEMBA,198902,198902AVENIDA SAPOPEMBA24711SAO PAULO
1502,RUA IPE,100.0,BARUERI,,,"RUA IPE, 100, BARUERI","[-23.4872751802915, -46.87847198029149]",100,RUA IPE,198931,198931RUA IPE100BARUERI
1503,Avenida Presidente Castelo Branco,506.0,SAO PAULO,,,"Avenida Presidente Castelo Branco, 506, SAO PAULO","[-23.5207771802915, -46.6358649802915]",506,SP 015,199557,199557SP 015506SAO PAULO
1504,ESTRADA DO SAPIANTA,1000.0,ITAPEVI,,,"ESTRADA DO SAPIANTA, 1000, ITAPEVI","[-23.5561193802915, -46.9527521802915]",1000,ESTRADA DO SAPIANTA,199598,199598ESTRADA DO SAPIANTA1000ITAPEVI
1505,AVENIDA SANTOS DUMONT,100.0,SAO PAULO,,,"AVENIDA SANTOS DUMONT, 100, SAO PAULO","[-23.5272551802915, -46.63207098029149]",100,AVENIDA SANTOS DUMONT,199647,199647AVENIDA SANTOS DUMONT100SAO PAULO
1506,AVENIDA PEDRO BUENO,1.0,SAO PAULO,,,"AVENIDA PEDRO BUENO, 1, SAO PAULO","[-23.6336796802915, -46.64823158029149]",1,AVENIDA PEDRO BUENO,200031,200031AVENIDA PEDRO BUENO1SAO PAULO
1507,ACESSO AVENIDA JACUPESSEGO  AEROPORTO GRU,11.0,MAUA,,,"ACESSO AVENIDA JACUPESSEGO  AEROPORTO GRU, 11, MAUA","[-23.4319220802915, -46.47439198029151]",11,ACESSO AVENIDA JACUPESSEGO  AEROPORTO GRU,200149,200149ACESSO AVENIDA JACUPESSEGO  AEROPORTO GRU11MAUA
1508,RUA SENADOR VITORINO FREIRE,300.0,DIADEMA,,,"RUA SENADOR VITORINO FREIRE, 300, DIADEMA","[-23.6886388802915, -46.63501798029149]",300,RUA SENADOR VITORINO FREIRE,200269,200269RUA SENADOR VITORINO FREIRE300DIADEMA
1509,RUA MARIA JOSE ALVES,383.0,GUARULHOS,,,"RUA MARIA JOSE ALVES, 383, GUARULHOS","[-23.4235344802915, -46.4981326802915]",383,RUA MARIA JOSE ALVES,200279,200279RUA MARIA JOSE ALVES383GUARULHOS
1510,RUA SAO FRANCISCO DE ASSIS,858.0,SAO PAULO,,,"RUA SAO FRANCISCO DE ASSIS, 858, SAO PAULO","[-23.4887585802915, -46.7405280802915]",858,RUA SAO FRANCISCO DE ASSIS,200720,200720RUA SAO FRANCISCO DE ASSIS858SAO PAULO
1511,RUA CONSOLACAO,100.0,CARAPICUIBA,,,"RUA CONSOLACAO, 100, CARAPICUIBA","[-23.51440893029151, -46.8357149302915]",100,RUA CONSOLACAO,200757,200757RUA CONSOLACAO100CARAPICUIBA
1512,ACESSO AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,513.0,SAO BERNARDO DO CAMPO,,,"ACESSO AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 513, SAO BERNARDO DO CAMPO","[-23.6994509802915, -46.5872506802915]",513,ACESSO AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,200764,200764ACESSO AVENIDA HUMBERTO ALENCAR CASTELO BRANCO513SAO BERNARDO DO CAMPO
1513,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,16000.0,SAO PAULO,,,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, 16000, SAO PAULO","[-23.4078082802915, -46.7362857802915]",16000,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,201284,201284AVENIDA RAIMUNDO PEREIRA DE MAGALHAES16000SAO PAULO
1514,Avenida Presidente Castelo Branco,510.0,SAO PAULO,,,"Avenida Presidente Castelo Branco, 510, SAO PAULO","[-23.5207776802915, -46.6358584802915]",510,SP 015,201569,201569SP 015510SAO PAULO
1515,Avenida Embaixador Macedo Soares,231.0,SAO PAULO,,,"Avenida Embaixador Macedo Soares, 231, SAO PAULO","[-23.5285189802915, -46.7520189802915]",231,SP 015,201662,201662SP 015231SAO PAULO
1516,ACESSO AVENIDA DOM PEDRO I,625.0,OSASCO,,,"ACESSO AVENIDA DOM PEDRO I, 625, OSASCO","[-23.5447691802915, -46.7819354802915]",625,ACESSO AVENIDA DOM PEDRO I,202050,202050ACESSO AVENIDA DOM PEDRO I625OSASCO
1517,AVENIDA MORUMBI,100.0,SAO PAULO,,,"AVENIDA MORUMBI, 100, SAO PAULO","[-23.6200196802915, -46.70000168029151]",100,AVENIDA MORUMBI,202249,202249AVENIDA MORUMBI100SAO PAULO
1518,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,100.0,SAO PAULO,,,"ACESSO AVENIDA MARGINAL DO RIO PINHEIROS, 100, SAO PAULO","[-23.5721698802915, -46.70240818029151]",100,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,202684,202684ACESSO AVENIDA MARGINAL DO RIO PINHEIROS100SAO PAULO
1519,VIADUTO DO CHA,10.0,SAO PAULO,,,"VIADUTO DO CHA, 10, SAO PAULO","[-23.54852638029151, -46.6384333802915]",10,VIADUTO DO CHA,202863,202863VIADUTO DO CHA10SAO PAULO
1520,ESTRADA DE ITAPECERICA,0.0,SAO PAULO,,,"ESTRADA DE ITAPECERICA, 0, SAO PAULO","[-23.6676159802915, -46.7848145802915]",nan,ESTRADA DE ITAPECERICA,202957,202957ESTRADA DE ITAPECERICAnanSAO PAULO
1521,AVENIDA MOREIRA GUIMARAES,0.0,SAO PAULO,,,"AVENIDA MOREIRA GUIMARAES, 0, SAO PAULO","[-23.6142318802915, -46.6581309802915]",nan,AVENIDA MOREIRA GUIMARAES,203249,203249AVENIDA MOREIRA GUIMARAESnanSAO PAULO
1522,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100.0,SANTO ANDRE,,,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 100, SANTO ANDRE","[-23.6800646802915, -46.5068682802915]",100,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,203270,203270AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO100SANTO ANDRE
1523,RUA CONSOLACAO,100.0,CARAPICUIBA,,,"RUA CONSOLACAO, 100, CARAPICUIBA","[-23.51440893029151, -46.8357149302915]",100,RUA CONSOLACAO,203413,203413RUA CONSOLACAO100CARAPICUIBA
1524,Rodovia dos Bandeirantes,17.0,SAO PAULO,,,"Rodovia dos Bandeirantes, 17, SAO PAULO","[-23.4739928802915, -46.74961198029149]",nan,BANDEIRANTES KM 17 SUL,203429,203429BANDEIRANTES KM 17 SULnanSAO PAULO
1525,AVENIDA PAPA JOAO PAULO I,1.0,GUARULHOS,,,"AVENIDA PAPA JOAO PAULO I, 1, GUARULHOS","[-23.4369084802915, -46.4641934802915]",1,AVENIDA PAPA JOAO PAULO I,203471,203471AVENIDA PAPA JOAO PAULO I1GUARULHOS
1526,RUA VOLUNTARIOS DA PATRIA,100.0,SAO PAULO,,,"RUA VOLUNTARIOS DA PATRIA, 100, SAO PAULO","[-23.5196212802915, -46.6296847802915]",100,RUA VOLUNTARIOS DA PATRIA,203679,203679RUA VOLUNTARIOS DA PATRIA100SAO PAULO
1527,Rodovia dos Imigrantes,20.0,DIADEMA,,,"Rodovia dos Imigrantes, 20, DIADEMA","[-23.6528605302915, -46.6354465302915]",20,IMIGRANTES,203867,203867IMIGRANTES20DIADEMA
1528,RUA JAMIL JOAO ZARIFE,100.0,GUARULHOS,,,"RUA JAMIL JOAO ZARIFE, 100, GUARULHOS","[-23.4312851802915, -46.50284458029149]",100,RUA JAMIL JOAO ZARIFE,203939,203939RUA JAMIL JOAO ZARIFE100GUARULHOS
1529,RUA FANFULA,547.0,SAO PAULO,,,"RUA FANFULA, 547, SAO PAULO","[-23.6803306802915, -46.66500018029149]",547,RUA FANFULA,204050,204050RUA FANFULA547SAO PAULO
1530,RUA JOAO AMOS COMENIUS,500.0,SAO PAULO,,,"RUA JOAO AMOS COMENIUS, 500, SAO PAULO","[-23.7575317802915, -46.70317018029149]",500,RUA JOAO AMOS COMENIUS,204106,204106RUA JOAO AMOS COMENIUS500SAO PAULO
1531,AVENIDA NOVE DE JULHO,1.0,SAO PAULO,,,"AVENIDA NOVE DE JULHO, 1, SAO PAULO","[-23.5495324802915, -46.6401151802915]",1,AVENIDA NOVE DE JULHO,204394,204394AVENIDA NOVE DE JULHO1SAO PAULO
1532,ACESSO PARA O VIADUTO ANTONIO ADIBE CHAMAS,885.0,SANTO ANDRE,,,"ACESSO PARA O VIADUTO ANTONIO ADIBE CHAMAS, 885, SANTO ANDRE","[-23.6507360802915, -46.5248168802915]",885,ACESSO PARA O VIADUTO ANTONIO ADIBE CHAMAS,204474,204474ACESSO PARA O VIADUTO ANTONIO ADIBE CHAMAS885SANTO ANDRE
1533,AVENIDA ITAMARATI,1726.0,SANTO ANDRE,,,"AVENIDA ITAMARATI, 1726, SANTO ANDRE","[-23.6437322802915, -46.51176358029149]",1726,AVENIDA ITAMARATI,204575,204575AVENIDA ITAMARATI1726SANTO ANDRE
1534,VIADUTO CONDESSA DE SAO JOAQUIM,1.0,SAO PAULO,,,"VIADUTO CONDESSA DE SAO JOAQUIM, 1, SAO PAULO","[-23.5596508802915, -46.6406668]",1,VIADUTO CONDESSA DE SAO JOAQUIM,204849,204849VIADUTO CONDESSA DE SAO JOAQUIM1SAO PAULO
1535,AVENIDA BRASIL,1864.0,FERRAZ DE VASCONCELOS,,,"AVENIDA BRASIL, 1864, FERRAZ DE VASCONCELOS","[-23.5446681802915, -46.3723916802915]",1864,AVENIDA BRASIL,204961,204961AVENIDA BRASIL1864FERRAZ DE VASCONCELOS
1536,AVENIDA ANTONIA ROSA FIORAVANTE,2544.0,MAUA,,,"AVENIDA ANTONIA ROSA FIORAVANTE, 2544, MAUA","[-23.6653020802915, -46.4688348802915]",2544,AVENIDA ANTONIA ROSA FIORAVANTE,205218,205218AVENIDA ANTONIA ROSA FIORAVANTE2544MAUA
1537,Rodovia João Afonso de Souza Castellano,0.0,GUARAREMA,,,"Rodovia João Afonso de Souza Castellano, 0, GUARAREMA","[-23.5415486, -46.3768663]",nan,SP 066,205406,205406SP 066nanGUARAREMA
1538,RUA HENRI DUNANT,835.0,SAO PAULO,,,"RUA HENRI DUNANT, 835, SAO PAULO","[-23.6289417802915, -46.7005717802915]",835,RUA HENRI DUNANT,205827,205827RUA HENRI DUNANT835SAO PAULO
1539,AVENIDA JACUPESSEGO,100.0,SAO PAULO,,,"AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]",100,AVENIDA JACUPESSEGO,205881,205881AVENIDA JACUPESSEGO100SAO PAULO
1540,AVENIDA PIRAPORINHA,600.0,SAO BERNARDO DO CAMPO,,,"AVENIDA PIRAPORINHA, 600, SAO BERNARDO DO CAMPO","[-23.6905468802915, -46.5745738802915]",600,AVENIDA PIRAPORINHA,206433,206433AVENIDA PIRAPORINHA600SAO BERNARDO DO CAMPO
1541,ESTRADA DE ITAPECERICA,100.0,SAO PAULO,,,"ESTRADA DE ITAPECERICA, 100, SAO PAULO","[-23.6439207802915, -46.7388384802915]",100,ESTRADA DE ITAPECERICA,206517,206517ESTRADA DE ITAPECERICA100SAO PAULO
1542,AVENIDA RAGUEB CHOHFI,4635.0,SAO PAULO,,,"AVENIDA RAGUEB CHOHFI, 4635, SAO PAULO","[-23.5960470802915, -46.44222158029149]",4635,AVENIDA RAGUEB CHOHFI,206615,206615AVENIDA RAGUEB CHOHFI4635SAO PAULO
1543,RUA MARQUES DE PARANAGUA,0.0,SAO PAULO,,,"RUA MARQUES DE PARANAGUA, 0, SAO PAULO","[-23.5505004802915, -46.6510796802915]",nan,RUA MARQUES DE PARANAGUA,206793,206793RUA MARQUES DE PARANAGUAnanSAO PAULO
1544,AVENIDA VINTE E TRES DE MAIO,1.0,SAO PAULO,,,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]",1,AVENIDA VINTE E TRES DE MAIO,207049,207049AVENIDA VINTE E TRES DE MAIO1SAO PAULO
1545,AVENIDA SAPOPEMBA,15602.0,SAO PAULO,,,"AVENIDA SAPOPEMBA, 15602, SAO PAULO","[-23.6260278802915, -46.4657984802915]",15602,AVENIDA SAPOPEMBA,207183,207183AVENIDA SAPOPEMBA15602SAO PAULO
1546,ESTRADA VELHA DA OLARIA,1930.0,COTIA,,,"ESTRADA VELHA DA OLARIA, 1930, COTIA","[-23.6256981802915, -46.93744798029149]",1930,ESTRADA VELHA DA OLARIA,207202,207202ESTRADA VELHA DA OLARIA1930COTIA
1547,AVENIDA DONA BELMIRA MARIN,3358.0,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 3358, SAO PAULO","[-23.7544609802915, -46.6834800802915]",3358,AVENIDA DONA BELMIRA MARIN,207251,207251AVENIDA DONA BELMIRA MARIN3358SAO PAULO
1548,RUA DO PARAISO,100.0,SAO PAULO,,,"RUA DO PARAISO, 100, SAO PAULO","[-23.5743042802915, -46.64359108029149]",100,RUA DO PARAISO,207416,207416RUA DO PARAISO100SAO PAULO
1549,RUA TOCANTINS,100.0,BARUERI,,,"RUA TOCANTINS, 100, BARUERI","[-23.5240636802915, -46.89944158029149]",100,RUA TOCANTINS,207586,207586RUA TOCANTINS100BARUERI
1550,Rodovia Presidente Dutra,0.0,GUARULHOS,,,"Rodovia Presidente Dutra, 0, GUARULHOS","[-23.49109978029151, -46.5494592802915]",nan,PRESIDENTE DUTRA BR 116,207612,207612PRESIDENTE DUTRA BR 116nanGUARULHOS
1551,ACESSO VIADUTO NOVE DE JULHO,100.0,SAO PAULO,,,"ACESSO VIADUTO NOVE DE JULHO, 100, SAO PAULO","[-23.5502990802915, -46.6436663802915]",100,ACESSO VIADUTO NOVE DE JULHO,207711,207711ACESSO VIADUTO NOVE DE JULHO100SAO PAULO
1552,Rodovia Ayrton Senna da Silva,21.0,GUARULHOS,,,"SP 70 OESTE, 21, GUARULHOS","[-23.5378118, -46.5773628]",21,SP 70 OESTE,207782,207782SP 70 OESTE21GUARULHOS
1553,ESTRADA DE ITAPECERICA,4660.0,SAO PAULO,,,"ESTRADA DE ITAPECERICA, 4660, SAO PAULO","[-23.6612495802915, -46.7741900802915]",4660,ESTRADA DE ITAPECERICA,208204,208204ESTRADA DE ITAPECERICA4660SAO PAULO
1554,AVENIDA PACAEMBU,100.0,SAO PAULO,,,"AVENIDA PACAEMBU, 100, SAO PAULO","[-23.5289262802915, -46.6623618802915]",100,AVENIDA PACAEMBU,208226,208226AVENIDA PACAEMBU100SAO PAULO
1555,Rodovia dos Imigrantes,18.0,DIADEMA,,,"Rodovia dos Imigrantes, 18, DIADEMA","[-23.7144213802915, -46.6061212802915]",18,IMIGRANTES,208435,208435IMIGRANTES18DIADEMA
1556,AVENIDA DONA RUICE FERRAZ ALVIN,100.0,DIADEMA,,,"AVENIDA DONA RUICE FERRAZ ALVIN, 100, DIADEMA","[-23.6875197802915, -46.6016208802915]",100,AVENIDA DONA RUICE FERRAZ ALVIN,208459,208459AVENIDA DONA RUICE FERRAZ ALVIN100DIADEMA
1557,AVENIDA MARQUES DE SAO VICENTE,1700.0,SAO PAULO,,,"AVENIDA MARQUES DE SAO VICENTE, 1700, SAO PAULO","[-23.5198520802915, -46.6782738802915]",1700,AVENIDA MARQUES DE SAO VICENTE,208722,208722AVENIDA MARQUES DE SAO VICENTE1700SAO PAULO
1558,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100.0,SANTO ANDRE,,,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 100, SANTO ANDRE","[-23.6800646802915, -46.5068682802915]",100,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,208755,208755AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO100SANTO ANDRE
1559,RUA INACIO MONTEIRO,100.0,SAO PAULO,,,"RUA INACIO MONTEIRO, 100, SAO PAULO","[-23.5656651802915, -46.4166633802915]",100,RUA INACIO MONTEIRO,208920,208920RUA INACIO MONTEIRO100SAO PAULO
1560,AVENIDA RAGUEB CHOHFI,100.0,SAO PAULO,,,"AVENIDA RAGUEB CHOHFI, 100, SAO PAULO","[-23.6126079802915, -46.47541818029149]",100,AVENIDA RAGUEB CHOHFI,209235,209235AVENIDA RAGUEB CHOHFI100SAO PAULO
1561,RUA VIGARIO ALBERNAZ,191.0,SAO PAULO,,,"RUA VIGARIO ALBERNAZ, 191, SAO PAULO","[-23.6057479802915, -46.62698528029149]",191,RUA VIGARIO ALBERNAZ,209651,209651RUA VIGARIO ALBERNAZ191SAO PAULO
1562,AVENIDA SENADOR TEOTONIO VILELA,100.0,SAO PAULO,,,"AVENIDA SENADOR TEOTONIO VILELA, 100, SAO PAULO","[-23.7037140802915, -46.7027279802915]",100,AVENIDA SENADOR TEOTONIO VILELA,209843,209843AVENIDA SENADOR TEOTONIO VILELA100SAO PAULO
1563,AVENIDA JOAO RAMALHO,205.0,MAUA,,,"AVENIDA JOAO RAMALHO, 205, MAUA","[-23.6688696802915, -46.4665917302915]",205,AVENIDA JOAO RAMALHO,209865,209865AVENIDA JOAO RAMALHO205MAUA
1564,VIADUTO BRESSER,10.0,SAO PAULO,,,"VIADUTO BRESSER, 10, SAO PAULO","[-23.5457594802915, -46.60690058029149]",10,VIADUTO BRESSER,209918,209918VIADUTO BRESSER10SAO PAULO
1565,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100.0,SAO PAULO,,,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 100, SAO PAULO","[-23.5881531802915, -46.5908237802915]",100,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,209947,209947AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO100SAO PAULO
1566,RUA ANTONIO MUNIZ,1951.0,GUARAREMA,,,"RUA ANTONIO MUNIZ, 1951, GUARAREMA","[-23.4191690802915, -46.0507082802915]",1951,RUA ANTONIO MUNIZ,210033,210033RUA ANTONIO MUNIZ1951GUARAREMA
1567,AVENIDA JOSE PINHEIRO BORGES,1.0,SAO PAULO,,,"AVENIDA JOSE PINHEIRO BORGES, 1, SAO PAULO","[-23.5402989802915, -46.42517098029151]",1,AVENIDA JOSE PINHEIRO BORGES,210198,210198AVENIDA JOSE PINHEIRO BORGES1SAO PAULO
1568,RUA CERRO CORA,0.0,SAO PAULO,,,"RUA CERRO CORA, 0, SAO PAULO","[-23.5370424802915, -46.7170412802915]",nan,RUA CERRO CORA,211070,211070RUA CERRO CORAnanSAO PAULO
1569,AVENIDA DONA BELMIRA MARIN,100.0,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]",100,AVENIDA DONA BELMIRA MARIN,211134,211134AVENIDA DONA BELMIRA MARIN100SAO PAULO
1570,AVENIDA NOSSA SENHORA DO SABARA,100.0,SAO PAULO,,,"AVENIDA NOSSA SENHORA DO SABARA, 100, SAO PAULO","[-23.6608157802915, -46.6994675802915]",100,AVENIDA NOSSA SENHORA DO SABARA,211240,211240AVENIDA NOSSA SENHORA DO SABARA100SAO PAULO
1571,AVENIDA ANTONIA ROSA FIORAVANTE,100.0,MAUA,,,"AVENIDA ANTONIA ROSA FIORAVANTE, 100, MAUA","[-23.6642331802915, -46.45321988029149]",100,AVENIDA ANTONIA ROSA FIORAVANTE,211291,211291AVENIDA ANTONIA ROSA FIORAVANTE100MAUA
1572,Rodovia dos Bandeirantes,13.0,SAO PAULO,,,"Rodovia dos Bandeirantes, 13, SAO PAULO","[-23.4820610802915, -46.73916568029149]",13,SP 348,211294,211294SP 34813SAO PAULO
1573,Rodovia dos Imigrantes,18.0,DIADEMA,,,"Rodovia dos Imigrantes, 18, DIADEMA","[-23.7144213802915, -46.6061212802915]",18,IMIGRANTES,211303,211303IMIGRANTES18DIADEMA
1574,ACESSO  M BOI MIRIM,500.0,SAO PAULO,,,"ACESSO  M BOI MIRIM, 500, SAO PAULO","[-23.6712772802915, -46.73944498029149]",500,ACESSO  M BOI MIRIM,211519,211519ACESSO  M BOI MIRIM500SAO PAULO
1575,Avenida Otaviano Alves de Lima,112.0,SAO PAULO,,,"Avenida Otaviano Alves de Lima, 112, SAO PAULO","[-23.5084122802915, -46.6963003802915]",112,SP 015,211541,211541SP 015112SAO PAULO
1576,RUA AMADOR BUENO,942.0,SAO PAULO,,,"RUA AMADOR BUENO, 942, SAO PAULO","[-23.6544856302915, -46.7176811302915]",942,RUA AMADOR BUENO,211543,211543RUA AMADOR BUENO942SAO PAULO
1577,AVENIDA DO TABOAO,100.0,SAO BERNARDO DO CAMPO,,,"AVENIDA DO TABOAO, 100, SAO BERNARDO DO CAMPO","[-23.6493639802915, -46.58183948029149]",100,AVENIDA DO TABOAO,211794,211794AVENIDA DO TABOAO100SAO BERNARDO DO CAMPO
1578,AVENIDA SANTOS DUMONT,1.0,SAO PAULO,,,"AVENIDA SANTOS DUMONT, 1, SAO PAULO","[-23.5075575802915, -46.6292556802915]",1,AVENIDA SANTOS DUMONT,212236,212236AVENIDA SANTOS DUMONT1SAO PAULO
1579,AVENIDA DO ESTADO,0.0,SAO PAULO,,,"AVENIDA DO ESTADO, 0, SAO PAULO","[-23.5518022802915, -46.6352601802915]",nan,AVENIDA DO ESTADO,212589,212589AVENIDA DO ESTADOnanSAO PAULO
1580,RUA GALENO DE ALMEIDA,235.0,SAO PAULO,,,"RUA GALENO DE ALMEIDA, 235, SAO PAULO","[-23.5545076802915, -46.67957238029151]",235,RUA GALENO DE ALMEIDA,212760,212760RUA GALENO DE ALMEIDA235SAO PAULO
1581,ACESSO AVENIDA VEREADOR JOSE DINIZ,100.0,SAO PAULO,,,"ACESSO AVENIDA VEREADOR JOSE DINIZ, 100, SAO PAULO","[-23.6296171802915, -46.68568628029149]",100,ACESSO AVENIDA VEREADOR JOSE DINIZ,213005,213005ACESSO AVENIDA VEREADOR JOSE DINIZ100SAO PAULO
1582,AVENIDA SALIM FARAH MALUF,10.0,SAO PAULO,,,"AVENIDA SALIM FARAH MALUF, 10, SAO PAULO","[-23.5336140802915, -46.5853747802915]",10,AVENIDA SALIM FARAH MALUF,213019,213019AVENIDA SALIM FARAH MALUF10SAO PAULO
1583,AVENIDA GOVERNADOR CARVALHO PINTO,1200.0,SAO PAULO,,,"AVENIDA GOVERNADOR CARVALHO PINTO, 1200, SAO PAULO","[-23.5164266802915, -46.5372004802915]",1200,AVENIDA GOVERNADOR CARVALHO PINTO,213256,213256AVENIDA GOVERNADOR CARVALHO PINTO1200SAO PAULO
1584,AVENIDA LUIZ DUMONT VILLARES,100.0,SAO PAULO,,,"AVENIDA LUIZ DUMONT VILLARES, 100, SAO PAULO","[-23.5021343802915, -46.61614338029151]",100,AVENIDA LUIZ DUMONT VILLARES,213609,213609AVENIDA LUIZ DUMONT VILLARES100SAO PAULO
